opcode,mnem,op_enc,ops,prefs,feature_flag,exceptions
EVEX.NDS.256.66.0F3A.W1 18 /r ib,VINSERTF64X2,T2,ymm {k1}{z}:mew; ymm:mer; xmm/m128:mer; imm8:mer,,AVX512VL; AVX512DQ,
EVEX.NDS.512.66.0F3A.W1 18 /r ib,VINSERTF64X2,T2,zmm {k1}{z}:mew; zmm:mer; xmm/m128:mer; imm8:mer,,AVX512DQ,
EVEX.NDS.512.66.0F3A.W0 1A /r ib,VINSERTF32X8,T8,zmm {k1}{z}:mew; zmm:mer; ymm/m256:mer; imm8:mer,,AVX512DQ,
EVEX.NDS.512.66.0F3A.W1 1A /r ib,VINSERTF64X4,T4,zmm {k1}{z}:mew; zmm:mer; ymm/m256:mer; imm8:mer,,AVX512F,
VEX.NDS.256.66.0F3A.W0 38 /r ib,VINSERTI128,RVMI,ymm:mew; ymm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP
EVEX.NDS.256.66.0F3A.W0 38 /r ib,VINSERTI32X4,T4,ymm {k1}{z}:mew; ymm:mer; xmm/m128:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F3A.W0 38 /r ib,VINSERTI32X4,T4,zmm {k1}{z}:mew; zmm:mer; xmm/m128:mer; imm8:mer,,AVX512F,
EVEX.NDS.256.66.0F3A.W1 38 /r ib,VINSERTI64X2,T2,ymm {k1}{z}:mew; ymm:mer; xmm/m128:mer; imm8:mer,,AVX512VL; AVX512DQ,
EVEX.NDS.512.66.0F3A.W1 38 /r ib,VINSERTI64X2,T2,zmm {k1}{z}:mew; zmm:mer; xmm/m128:mer; imm8:mer,,AVX512DQ,
EVEX.NDS.512.66.0F3A.W0 3A /r ib,VINSERTI32X8,T8,zmm {k1}{z}:mew; zmm:mer; ymm/m256:mer; imm8:mer,,AVX512DQ,
EVEX.NDS.512.66.0F3A.W1 3A /r ib,VINSERTI64X4,T4,zmm {k1}{z}:mew; zmm:mer; ymm/m256:mer; imm8:mer,,AVX512F,
VEX.NDS.128.66.0F38.W0 2C /r,VMASKMOVPS,RVM,xmm:mew; xmm:mer; m128:mer,pref67:operand/1,AVX,UD
VEX.NDS.256.66.0F38.W0 2C /r,VMASKMOVPS,RVM,ymm:mew; ymm:mer; m256:mer,pref67:operand/1,AVX,UD
VEX.NDS.128.66.0F38.W0 2D /r,VMASKMOVPD,RVM,xmm:mew; xmm:mer; m128:mer,pref67:operand/1,AVX,UD
VEX.NDS.256.66.0F38.W0 2D /r,VMASKMOVPD,RVM,ymm:mew; ymm:mer; m256:mer,pref67:operand/1,AVX,UD
VEX.NDS.128.66.0F38.W0 2E /r,VMASKMOVPS,MVR,m128:mew; xmm:mer; xmm:mer,pref67:operand/1,AVX,UD
VEX.NDS.256.66.0F38.W0 2E /r,VMASKMOVPS,MVR,m256:mew; ymm:mer; ymm:mer,pref67:operand/1,AVX,UD
VEX.NDS.128.66.0F38.W0 2F /r,VMASKMOVPD,MVR,m128:mew; xmm:mer; xmm:mer,pref67:operand/1,AVX,UD
VEX.NDS.256.66.0F38.W0 2F /r,VMASKMOVPD,MVR,m256:mew; ymm:mer; ymm:mer,pref67:operand/1,AVX,UD
VEX.NDS.128.66.0F3A.W0 02 /r ib,VPBLENDD,RVMI,xmm:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP; AC
VEX.NDS.256.66.0F3A.W0 02 /r ib,VPBLENDD,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP; AC
EVEX.NDS.128.66.0F38.W0 66 /r,VPBLENDMB,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F38.W0 66 /r,VPBLENDMB,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F38.W0 66 /r,VPBLENDMB,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F38.W1 66 /r,VPBLENDMW,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F38.W1 66 /r,VPBLENDMW,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F38.W1 66 /r,VPBLENDMW,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F38.W0 64 /r,VPBLENDMD,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F38.W0 64 /r,VPBLENDMD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F38.W0 64 /r,VPBLENDMD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,
EVEX.NDS.128.66.0F38.W1 64 /r,VPBLENDMQ,FV,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F38.W1 64 /r,VPBLENDMQ,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F38.W1 64 /r,VPBLENDMQ,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,
EVEX.128.66.0F38.W0 7A /r,VPBROADCASTB,T1S,xmm {k1}{z}:mew; r32:mer,,AVX512VL; AVX512BW,UD; GP
EVEX.256.66.0F38.W0 7A /r,VPBROADCASTB,T1S,ymm {k1}{z}:mew; r32:mer,,AVX512VL; AVX512BW,UD; GP
EVEX.512.66.0F38.W0 7A /r,VPBROADCASTB,T1S,zmm {k1}{z}:mew; r32:mer,,AVX512BW,UD; GP
EVEX.128.66.0F38.W0 7B /r,VPBROADCASTW,T1S,xmm {k1}{z}:mew; r32:mer,,AVX512VL; AVX512BW,UD; GP
EVEX.256.66.0F38.W0 7B /r,VPBROADCASTW,T1S,ymm {k1}{z}:mew; r32:mer,,AVX512VL; AVX512BW,UD; GP
EVEX.512.66.0F38.W0 7B /r,VPBROADCASTW,T1S,zmm {k1}{z}:mew; r32:mer,,AVX512BW,UD; GP
EVEX.128.66.0F38.W0 7C /r,VPBROADCASTD,T1S,xmm {k1}{z}:mew; r32:mer,,AVX512VL; AVX512F,UD; GP
EVEX.256.66.0F38.W0 7C /r,VPBROADCASTD,T1S,ymm {k1}{z}:mew; r32:mer,,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F38.W0 7C /r,VPBROADCASTD,T1S,zmm {k1}{z}:mew; r32:mer,,AVX512F,UD; GP
EVEX.128.66.0F38.W1 7C /r,VPBROADCASTQ,T1S,xmm {k1}{z}:mew; r64:mer,,AVX512VL; AVX512F,UD; GP
EVEX.256.66.0F38.W1 7C /r,VPBROADCASTQ,T1S,ymm {k1}{z}:mew; r64:mer,,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F38.W1 7C /r,VPBROADCASTQ,T1S,zmm {k1}{z}:mew; r64:mer,,AVX512F,UD; GP
EVEX.128.66.0F38.W0 58 /r,VPBROADCASTD,T1S,xmm {k1}{z}:mew; xmm/m32:mer,,AVX512VL; AVX512F,UD; GP
EVEX.256.66.0F38.W0 58 /r,VPBROADCASTD,T1S,ymm {k1}{z}:mew; xmm/m32:mer,,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F38.W0 58 /r,VPBROADCASTD,T1S,zmm {k1}{z}:mew; xmm/m32:mer,,AVX512F,UD; GP
VEX.128.66.0F38.W0 59 /r,VPBROADCASTQ,RM,xmm:mew; xmm/m64:mer,pref67:operand/1,AVX2,UD; GP
VEX.256.66.0F38.W0 59 /r,VPBROADCASTQ,RM,ymm:mew; xmm/m64:mer,pref67:operand/1,AVX2,UD; GP
EVEX.128.66.0F38.W1 59 /r,VPBROADCASTQ,T1S,xmm {k1}{z}:mew; xmm/m64:mer,,AVX512VL; AVX512F,UD; GP
EVEX.256.66.0F38.W1 59 /r,VPBROADCASTQ,T1S,ymm {k1}{z}:mew; xmm/m64:mer,,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F38.W1 59 /r,VPBROADCASTQ,T1S,zmm {k1}{z}:mew; xmm/m64:mer,,AVX512F,UD; GP
EVEX.128.66.0F38.W0 59 /r,VBROADCASTI32x2,T2,xmm {k1}{z}:mew; xmm/m64:mer,,AVX512VL; AVX512DQ,
EVEX.256.66.0F38.W0 59 /r,VBROADCASTI32x2,T2,ymm {k1}{z}:mew; xmm/m64:mer,,AVX512VL; AVX512DQ,
EVEX.512.66.0F38.W0 59 /r,VBROADCASTI32x2,T2,zmm {k1}{z}:mew; xmm/m64:mer,,AVX512DQ,
VEX.256.66.0F38.W0 5A /r,VBROADCASTI128,RM,ymm:mew; m128:mer,pref67:operand/1,AVX2,UD; GP
EVEX.256.66.0F38.W0 5A /r,VBROADCASTI32X4,T4,ymm {k1}{z}:mew; m128:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W0 5A /r,VBROADCASTI32X4,T4,zmm {k1}{z}:mew; m128:mer,,AVX512F,
EVEX.256.66.0F38.W1 5A /r,VBROADCASTI64X2,T2,ymm {k1}{z}:mew; m128:mer,,AVX512VL; AVX512DQ,
EVEX.512.66.0F38.W1 5A /r,VBROADCASTI64X2,T2,zmm {k1}{z}:mew; m128:mer,,AVX512DQ,
EVEX.512.66.0F38.W0 5B /r,VBROADCASTI32X8,T8,zmm {k1}{z}:mew; m256:mer,,AVX512DQ,
EVEX.512.66.0F38.W1 5B /r,VBROADCASTI64X4,T4,zmm {k1}{z}:mew; m256:mer,,AVX512F,
EVEX.NDS.128.66.0F3A.W0 3F /r ib,VPCMPB,FVM,k1 {k2}:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F3A.W0 3F /r ib,VPCMPB,FVM,k1 {k2}:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F3A.W0 3F /r ib,VPCMPB,FVM,k1 {k2}:mew; zmm:mer; zmm/m512:mer; imm8:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F3A.W0 3E /r ib,VPCMPUB,FVM,k1 {k2}:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F3A.W0 3E /r ib,VPCMPUB,FVM,k1 {k2}:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F3A.W0 3E /r ib,VPCMPUB,FVM,k1 {k2}:mew; zmm:mer; zmm/m512:mer; imm8:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F3A.W0 1F /r ib,VPCMPD,FV,k1 {k2}:mew; xmm:mer; xmm/m128/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F3A.W0 1F /r ib,VPCMPD,FV,k1 {k2}:mew; ymm:mer; ymm/m256/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F3A.W0 1F /r ib,VPCMPD,FV,k1 {k2}:mew; zmm:mer; zmm/m512/m32bcst:mer; imm8:mer,,AVX512F,
EVEX.NDS.128.66.0F3A.W0 1E /r ib,VPCMPUD,FV,k1 {k2}:mew; xmm:mer; xmm/m128/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F3A.W0 1E /r ib,VPCMPUD,FV,k1 {k2}:mew; ymm:mer; ymm/m256/m32bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F3A.W0 1E /r ib,VPCMPUD,FV,k1 {k2}:mew; zmm:mer; zmm/m512/m32bcst:mer; imm8:mer,,AVX512F,
EVEX.NDS.128.66.0F3A.W1 1F /r ib,VPCMPQ,FV,k1 {k2}:mew; xmm:mer; xmm/m128/m64bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F3A.W1 1F /r ib,VPCMPQ,FV,k1 {k2}:mew; ymm:mer; ymm/m256/m64bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F3A.W1 1F /r ib,VPCMPQ,FV,k1 {k2}:mew; zmm:mer; zmm/m512/m64bcst:mer; imm8:mer,,AVX512F,
EVEX.NDS.128.66.0F3A.W1 1E /r ib,VPCMPUQ,FV,k1 {k2}:mew; xmm:mer; xmm/m128/m64bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.256.66.0F3A.W1 1E /r ib,VPCMPUQ,FV,k1 {k2}:mew; ymm:mer; ymm/m256/m64bcst:mer; imm8:mer,,AVX512VL; AVX512F,
EVEX.NDS.512.66.0F3A.W1 1E /r ib,VPCMPUQ,FV,k1 {k2}:mew; zmm:mer; zmm/m512/m64bcst:mer; imm8:mer,,AVX512F,
EVEX.NDS.128.66.0F3A.W1 3F /r ib,VPCMPW,FVM,k1 {k2}:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F3A.W1 3F /r ib,VPCMPW,FVM,k1 {k2}:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F3A.W1 3F /r ib,VPCMPW,FVM,k1 {k2}:mew; zmm:mer; zmm/m512:mer; imm8:mer,pref67:operand/1,AVX512BW,
EVEX.NDS.128.66.0F3A.W1 3E /r ib,VPCMPUW,FVM,k1 {k2}:mew; xmm:mer; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F3A.W1 3E /r ib,VPCMPUW,FVM,k1 {k2}:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F3A.W1 3E /r ib,VPCMPUW,FVM,k1 {k2}:mew; zmm:mer; zmm/m512:mer; imm8:mer,pref67:operand/1,AVX512BW,
EVEX.128.66.0F38.W0 8B /r,VPCOMPRESSD,T1S,xmm/m128 {k1}{z}:mew; xmm:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W0 8B /r,VPCOMPRESSD,T1S,ymm/m256 {k1}{z}:mew; ymm:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W0 8B /r,VPCOMPRESSD,T1S,zmm/m512 {k1}{z}:mew; zmm:mer,,AVX512F,
EVEX.128.66.0F38.W1 8B /r,VPCOMPRESSQ,T1S,xmm/m128 {k1}{z}:mew; xmm:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W1 8B /r,VPCOMPRESSQ,T1S,ymm/m256 {k1}{z}:mew; ymm:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W1 8B /r,VPCOMPRESSQ,T1S,zmm/m512 {k1}{z}:mew; zmm:mer,,AVX512F,
EVEX.128.66.0F38.W0 C4 /r,VPCONFLICTD,FV,xmm {k1}{z}:mew; xmm/m128/m32bcst:mer,,AVX512VL,
EVEX.256.66.0F38.W0 C4 /r,VPCONFLICTD,FV,ymm {k1}{z}:mew; ymm/m256/m32bcst:mer,,AVX512VL,
EVEX.512.66.0F38.W0 C4 /r,VPCONFLICTD,FV,zmm {k1}{z}:mew; zmm/m512/m32bcst:mer,,AVX512CD,
EVEX.128.66.0F38.W1 C4 /r,VPCONFLICTQ,FV,xmm {k1}{z}:mew; xmm/m128/m64bcst:mer,,AVX512VL,
EVEX.256.66.0F38.W1 C4 /r,VPCONFLICTQ,FV,ymm {k1}{z}:mew; ymm/m256/m64bcst:mer,,AVX512VL,
EVEX.512.66.0F38.W1 C4 /r,VPCONFLICTQ,FV,zmm {k1}{z}:mew; zmm/m512/m64bcst:mer,,AVX512CD,
VEX.NDS.256.66.0F3A.W0 06 /r ib,VPERM2F128,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F3A.W0 46 /r ib,VPERM2I128,RVMI,ymm:mew; ymm:mer; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP
VEX.NDS.256.66.0F38.W0 36 /r,VPERMD,RVM,ymm:mew; ymm:mer; ymm/m256:mer; IF:w,pref67:operand/1,AVX2,UD; GP
EVEX.NDS.256.66.0F38.W0 36 /r,VPERMD,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer; IF:w,,AVX512VL; AVX512F,UD; GP
EVEX.NDS.512.66.0F38.W0 36 /r,VPERMD,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer; IF:w,,AVX512F,UD; GP
EVEX.NDS.128.66.0F38.W1 8D /r,VPERMW,FVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128:mer; IF:w,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.256.66.0F38.W1 8D /r,VPERMW,FVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256:mer; IF:w,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.NDS.512.66.0F38.W1 8D /r,VPERMW,FVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512:mer; IF:w,pref67:operand/1,AVX512BW,
EVEX.DDS.128.66.0F38.W1 75 /r,VPERMI2W,FVM,xmm {k1}{z}:merw; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.DDS.256.66.0F38.W1 75 /r,VPERMI2W,FVM,ymm {k1}{z}:merw; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX512VL; AVX512BW,
EVEX.DDS.512.66.0F38.W1 75 /r,VPERMI2W,FVM,zmm {k1}{z}:merw; zmm:mer; zmm/m512:mer,pref67:operand/1,AVX512BW,
EVEX.DDS.128.66.0F38.W0 76 /r,VPERMI2D,FV,xmm {k1}{z}:merw; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,
EVEX.DDS.256.66.0F38.W0 76 /r,VPERMI2D,FV,ymm {k1}{z}:merw; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,
EVEX.DDS.512.66.0F38.W0 76 /r,VPERMI2D,FV,zmm {k1}{z}:merw; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,
EVEX.DDS.128.66.0F38.W1 76 /r,VPERMI2Q,FV,xmm {k1}{z}:merw; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.DDS.256.66.0F38.W1 76 /r,VPERMI2Q,FV,ymm {k1}{z}:merw; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.DDS.512.66.0F38.W1 76 /r,VPERMI2Q,FV,zmm {k1}{z}:merw; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,
EVEX.DDS.128.66.0F38.W0 77 /r,VPERMI2PS,FV,xmm {k1}{z}:merw; xmm:mer; xmm/m128/m32bcst:mer,,AVX512VL; AVX512F,
EVEX.DDS.256.66.0F38.W0 77 /r,VPERMI2PS,FV,ymm {k1}{z}:merw; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,
EVEX.DDS.512.66.0F38.W0 77 /r,VPERMI2PS,FV,zmm {k1}{z}:merw; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,
EVEX.DDS.128.66.0F38.W1 77 /r,VPERMI2PD,FV,xmm {k1}{z}:merw; xmm:mer; xmm/m128/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.DDS.256.66.0F38.W1 77 /r,VPERMI2PD,FV,ymm {k1}{z}:merw; ymm:mer; ymm/m256/m64bcst:mer,,AVX512VL; AVX512F,
EVEX.DDS.512.66.0F38.W1 77 /r,VPERMI2PD,FV,zmm {k1}{z}:merw; zmm:mer; zmm/m512/m64bcst:mer,,AVX512F,
VEX.NDS.128.66.0F38.W0 0D /r,VPERMILPD,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.W0 0D /r,VPERMILPD,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX,UD; GP
EVEX.NDS.128.66.0F38.W1 0D /r,VPERMILPD,FV-RVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m64bcst:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.NDS.256.66.0F38.W1 0D /r,VPERMILPD,FV-RVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.NDS.512.66.0F38.W1 0D /r,VPERMILPD,FV-RVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,pref67:operand/1,AVX512F,UD; GP
VEX.128.66.0F3A.W0 05 /r ib,VPERMILPD,RMI,xmm:mew; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F3A.W0 05 /r ib,VPERMILPD,RMI,ymm:mew; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
EVEX.128.66.0F3A.W1 05 /r ib,VPERMILPD,FV-RMI,xmm {k1}{z}:mew; xmm/m128/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.256.66.0F3A.W1 05 /r ib,VPERMILPD,FV-RMI,ymm {k1}{z}:mew; ymm/m256/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F3A.W1 05 /r ib,VPERMILPD,FV-RMI,zmm {k1}{z}:mew; zmm/m512/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512F,UD; GP
VEX.NDS.128.66.0F38.W0 0C /r,VPERMILPS,RVM,xmm:mew; xmm:mer; xmm/m128:mer,pref67:operand/1,AVX,UD; GP
VEX.128.66.0F3A.W0 04 /r ib,VPERMILPS,RMI,xmm:mew; xmm/m128:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
VEX.NDS.256.66.0F38.W0 0C /r,VPERMILPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX,UD; GP
VEX.256.66.0F3A.W0 04 /r ib,VPERMILPS,RMI,ymm:mew; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX,UD; GP
EVEX.NDS.128.66.0F38.W0 0C /r,VPERMILPS,FV-RVM,xmm {k1}{z}:mew; xmm:mer; xmm/m128/m32bcst:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.NDS.256.66.0F38.W0 0C /r,VPERMILPS,FV-RVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.NDS.512.66.0F38.W0 0C /r,VPERMILPS,FV-RVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,pref67:operand/1,AVX512F,UD; GP
EVEX.128.66.0F3A.W0 04 /r ib,VPERMILPS,FV-RMI,xmm {k1}{z}:mew; xmm/m128/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.256.66.0F3A.W0 04 /r ib,VPERMILPS,FV-RMI,ymm {k1}{z}:mew; ymm/m256/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F3A.W0 04 /r ib,VPERMILPS,FV-RMI,zmm {k1}{z}:mew; zmm/m512/m32bcst:mer; imm8:mer,pref67:operand/1,AVX512F,UD; GP
VEX.256.66.0F3A.W1 01 /r ib,VPERMPD,RMI,ymm:mew; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP
EVEX.256.66.0F3A.W1 01 /r ib,VPERMPD,FV-RMI,ymm {k1}{z}:mew; ymm/m256/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F3A.W1 01 /r ib,VPERMPD,FV-RMI,zmm {k1}{z}:mew; zmm/m512/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512F,UD; GP
EVEX.NDS.256.66.0F38.W1 16 /r,VPERMPD,FV-RVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.NDS.512.66.0F38.W1 16 /r,VPERMPD,FV-RVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,pref67:operand/1,AVX512F,UD; GP
VEX.256.66.0F38.W0 16 /r,VPERMPS,RVM,ymm:mew; ymm:mer; ymm/m256:mer,pref67:operand/1,AVX2,UD; GP
EVEX.NDS.256.66.0F38.W0 16 /r,VPERMPS,FV,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m32bcst:mer,,AVX512VL; AVX512F,UD; GP
EVEX.NDS.512.66.0F38.W0 16 /r,VPERMPS,FV,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m32bcst:mer,,AVX512F,UD; GP
VEX.256.66.0F3A.W1 00 /r ib,VPERMQ,RMI,ymm:mew; ymm/m256:mer; imm8:mer,pref67:operand/1,AVX2,UD; GP
EVEX.256.66.0F3A.W1 00 /r ib,VPERMQ,FV-RMI,ymm {k1}{z}:mew; ymm/m256/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.512.66.0F3A.W1 00 /r ib,VPERMQ,FV-RMI,zmm {k1}{z}:mew; zmm/m512/m64bcst:mer; imm8:mer,pref67:operand/1,AVX512F,UD; GP
EVEX.NDS.256.66.0F38.W1 36 /r,VPERMQ,FV-RVM,ymm {k1}{z}:mew; ymm:mer; ymm/m256/m64bcst:mer,pref67:operand/1,AVX512VL; AVX512F,UD; GP
EVEX.NDS.512.66.0F38.W1 36 /r,VPERMQ,FV-RVM,zmm {k1}{z}:mew; zmm:mer; zmm/m512/m64bcst:mer,pref67:operand/1,AVX512F,UD; GP
EVEX.128.66.0F38.W0 89 /r,VPEXPANDD,T1S,xmm {k1}{z}:mew; xmm/m128:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W0 89 /r,VPEXPANDD,T1S,ymm {k1}{z}:mew; ymm/m256:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W0 89 /r,VPEXPANDD,T1S,zmm {k1}{z}:mew; zmm/m512:mer,,AVX512F,
EVEX.128.66.0F38.W1 89 /r,VPEXPANDQ,T1S,xmm {k1}{z}:mew; xmm/m128:mer,,AVX512VL; AVX512F,
EVEX.256.66.0F38.W1 89 /r,VPEXPANDQ,T1S,ymm {k1}{z}:mew; ymm/m256:mer,,AVX512VL; AVX512F,
EVEX.512.66.0F38.W1 89 /r,VPEXPANDQ,T1S,zmm {k1}{z}:mew; zmm/m512:mer,,AVX512F,
EVEX.128.66.0F38.W0 44 /r,VPLZCNTD,FV,xmm {k1}{z}:mew; xmm/m128/m32bcst:mer,,AVX512VL,
EVEX.256.66.0F38.W0 44 /r,VPLZCNTD,FV,ymm {k1}{z}:mew; ymm/m256/m32bcst:mer,,AVX512VL,
EVEX.512.66.0F38.W0 44 /r,VPLZCNTD,FV,zmm {k1}{z}:mew; zmm/m512/m32bcst:mer,,AVX512CD,
